freebase_id,type,name
/m/0dlwcv,award,Academy Award for Best Film Editing
/m/01qb5d,award,Saturn Award for Best Science Fiction Film
/m/03y0ff_,award,Grand Jury Prize of the Venice Film Festival
/m/09d37z,award,National Board of Review: Top Ten Films
/m/0dlwcv,award,National Board of Review: Top Ten Films
/m/02qjfrc,award,Academy of Canadian Cinema and Television Award for Best Motion Picture
/m/047vmb4,award,National Board of Review: Top Ten Films
/m/051vm0w,nomination,Academy Award for Best Documentary (Short Subject)
/m/04zyn4r,nomination,Academy Award for Best Documentary (Short Subject)
/m/04mzf8,nomination,Academy Award for Best Actress
/m/04mzf8,nomination,Academy Award for Best Picture
/m/04mzf8,nomination,Academy Award for Best Director
/m/04mzf8,nomination,Academy Award for Best Actor
/m/04mzf8,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/08f8mg,nomination,Academy Award for Best Documentary Feature Film
/m/04mzf8,nomination,Academy Award for Best Supporting Actress
/m/04mzf8,nomination,Academy Award for Best Film Editing
/m/02pjb26,nomination,David di Donatello for Best Actor
/m/04mzf8,nomination,Academy Award for Best Original Score
/m/02mmwk,nomination,Academy Award for Best Visual Effects
/m/02mmwk,nomination,Academy Award for Best Sound Editing
/m/03phtz,nomination,Academy Award for Best Sound Editing
/m/02pyzy0,nomination,David di Donatello for Best Film
/m/02mmwk,nomination,Academy Award for Best Sound
/m/02pyzy0,nomination,European Film Award for Best Cinematographer
/m/0gvnbpf,nomination,Academy Award for Best Animated Short Film
/m/04mzf8,nomination,"Academy Award for Best Art Direction, Black and White"
/m/04mzf8,nomination,Academy Award for Best Special Effects
/m/01f2j7,nomination,"Academy Award for Best Art Direction, Color"
/m/05q53vl,nomination,Academy Award for Best Special Effects
/m/0b3v9q,nomination,"Academy Award for Best Costume Design, Black-and-White"
/m/02pyzy0,nomination,European Film Award for Best Director
/m/02pyzy0,nomination,David di Donatello for Best Director
/m/04mzf8,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/04_181,nomination,European Film Award for European Discovery of the Year
/m/01f2j7,nomination,"Academy Award for Best Costume Design, Color"
/m/07cyl,nomination,Academy Award for Best Picture
/m/01hv3t,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0gkpk,nomination,Academy Award for Best Picture
/m/07cyl,nomination,Academy Award for Best Director
/m/01hv3t,nomination,Academy Award for Best Director
/m/0gkpk,nomination,Academy Award for Best Director
/m/07cyl,nomination,Academy Award for Best Actress
/m/018qlb,nomination,Academy Award for Best Actress
/m/04y7337,nomination,Academy Award for Best Actress
/m/07cyl,nomination,Academy Award for Best Actor
/m/0gkpk,nomination,Academy Award for Best Actor
/m/07cyl,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0gkpk,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/04y7337,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/01hv3t,nomination,Academy Award for Best Supporting Actor
/m/04y7337,nomination,Academy Award for Best Cinematography
/m/0ddjy,nomination,Academy Award for Best Sound Editing
/m/0ddjy,nomination,Academy Award for Best Original Score
/m/07cyl,nomination,Academy Award for Best Sound
/m/0ddjy,nomination,Academy Award for Best Sound
/m/0ddjy,nomination,Academy Award for Best Production Design
/m/0dr_9t7,nomination,Golden Globe Award for Best Actor – Motion Picture Musical or Comedy
/m/04kr_38,nomination,Academy Award for Best Animated Short Film
/m/0gcp62,nomination,Academy Award for Best Animated Short Film
/m/07cyl,nomination,Academy Award for Best Film Editing
/m/01hv3t,nomination,European Film Award for Best Non-European Film
/m/077v2z,nomination,Goya Award for Best Supporting Actor
/m/077v2z,nomination,Goya Award for Best Actress
/m/02vt5c,nomination,Academy Award for Best Special Effects
/m/077v2z,nomination,Goya Award for Best Producer
/m/077v2z,nomination,Jameson People's Choice Award for Best Actress
/m/0dr_9t7,nomination,Broadcast Film Critics Association Award for Best Comedy Film
/m/077v2z,nomination,Goya Award for Best Film
/m/077v2z,nomination,Goya Award for Best Director
/m/077v2z,nomination,Goya Award for Best Editing
/m/077v2z,nomination,Goya Award for Best Artistic Direction
/m/077v2z,nomination,Goya Award for Best Sound
/m/077v2z,nomination,Goya Award for Best Original Music
/m/077v2z,nomination,Goya Award for Best Original Screenplay
/m/0dr_9t7,nomination,Independent Spirit Award for Best Film
/m/0dr_9t7,nomination,Independent Spirit Award for Best Male Lead
/m/04zwddl,nomination,Academy Award for Best Documentary (Short Subject)
/m/03b1zr,nomination,César Award for Best Music Written for a Film
/m/03b1zr,nomination,César Award for Best Director
/m/03b1zr,nomination,César Award for Best Actress
/m/03b_tyk,nomination,César Award for Best Actress
/m/03b1zr,nomination,César Award for Most Promising Actress
/m/03b1zr,nomination,César Award for Best Supporting Actress
/m/03b1zr,nomination,Academy Award for Best Actress
/m/03c3qht,nomination,Academy Award for Best International Feature Film
/m/03b1zr,nomination,Academy Award for Best International Feature Film
/m/0g68zt,nomination,Academy Award for Best Actor
/m/0gwn31_,nomination,Academy Award for Best Animated Feature
/m/06tydt,nomination,Academy Award for Best Supporting Actress
/m/0g68zt,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0g68zt,nomination,Academy Award for Best Supporting Actor
/m/03b1zr,nomination,César Award for Best Cinematography
/m/02825n2,nomination,Academy Award for Best Cinematography
/m/018rvr,nomination,Academy Award for Best Film Editing
/m/0gwn31_,nomination,BAFTA Award for Best Animated Film
/m/03b1zr,nomination,Golden Globe Award for Best Non-English Language Film
/m/0fphf3v,nomination,Golden Raspberry Award for Worst Actress
/m/0963nv,nomination,Academy Award for Best Story
/m/03b1zr,nomination,César Award for Best Film
/m/0963nv,nomination,Academy Award for Best Sound
/m/0fphf3v,nomination,Golden Raspberry Award for Worst Picture
/m/03b1zr,nomination,Goya Award for Best European Film
/m/03b1zr,nomination,BAFTA Award for Best Film Not in the English Language
/m/03b1zr,nomination,César Award for Best Production Design
/m/03b1zr,nomination,César Award for Best Sound
/m/03b1zr,nomination,César Award for Best Costume Design
/m/03b1zr,nomination,César Award for Best Supporting Actor
/m/03b1zr,nomination,César Award for Best Editing
/m/0fphf3v,nomination,Golden Raspberry Award for Worst Director
/m/0fphf3v,nomination,Golden Raspberry Award for Worst Screenplay
/m/07nhf0n,nomination,Academy Award for Best Animated Short Film
/m/01ltpw,nomination,Academy Award for Best Original Musical Score
/m/0fphf3v,nomination,BET Award for Best Actor & Actress
/m/0fphf3v,nomination,Golden Raspberry Award for Worst Screen Ensemble
/m/03h2p1n,nomination,"Academy Award for Best Cinematography, Color"
/m/0963nv,nomination,Academy Award for Best Original Musical Score
/m/0963nv,nomination,"Academy Award for Best Cinematography, Color"
/m/08y8j5,nomination,Academy Award for Best Animated Short Film
/m/02x62wx,nomination,Academy Award for Best Original Musical Score
/m/04zy6m3,nomination,Academy Award for Best Documentary Feature Film
/m/0jvt9,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0jvqw,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0jvt9,nomination,Academy Award for Best Picture
/m/0gt1k,nomination,Academy Award for Best Picture
/m/0gt14,nomination,Academy Award for Best Picture
/m/02qsqb2,nomination,Academy Award for Best Picture
/m/0gt14,nomination,Academy Award for Best Director
/m/02qsqb2,nomination,Academy Award for Best Director
/m/0gt1k,nomination,Academy Award for Best Actress
/m/02qsqb2,nomination,Academy Award for Best Actress
/m/0gt14,nomination,Academy Award for Best Actor
/m/0jvqw,nomination,Academy Award for Best Actor
/m/028k9z,nomination,Academy Award for Best International Feature Film
/m/03d1nk7,nomination,Academy Award for Best International Feature Film
/m/0gt14,nomination,Academy Award for Best Supporting Actor
/m/054_3j,nomination,Academy Award for Best Supporting Actress
/m/0gt1k,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0gt14,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/02qsqb2,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/029dpk,nomination,Academy Award for Best Documentary Feature Film
/m/02pk2yv,nomination,Academy Award for Best Documentary Feature Film
/m/054_3j,nomination,Academy Award for Best Cinematography
/m/0jvt9,nomination,Academy Award for Best Film Editing
/m/0gt14,nomination,Academy Award for Best Film Editing
/m/054_3j,nomination,Academy Award for Best Film Editing
/m/0gt14,nomination,Academy Award for Best Production Design
/m/0524gr5,nomination,Academy Award for Best Production Design
/m/0gt1k,nomination,Academy Award for Best Story
/m/0gt14,nomination,Academy Award for Best Story
/m/029dpk,nomination,BAFTA Award for Best Documentary
/m/0jvt9,nomination,Academy Award for Best Sound
/m/072hx4,nomination,European Film Award – People's Choice Award for Best European Film
/m/0gt14,nomination,Academy Award for Best Sound
/m/02qsqb2,nomination,Academy Award for Best Sound
/m/0jvt9,nomination,Academy Award for Best Original Score
/m/05zvzlj,nomination,Academy Award for Best Animated Short Film
/m/0f_5yn,nomination,Hugo Award for Best Dramatic Presentation
/m/0c1ky91,nomination,David di Donatello for Best Director
/m/0gt14,nomination,"Academy Award for Best Score, Adaptation or Treatment"
/m/029dpk,nomination,Academy Award for Best Original Dramatic or Comedy Score
/m/04fy9p,nomination,Academy Award for Best Special Effects
/m/0jvt9,nomination,"Academy Award for Best Cinematography, Color"
/m/0jvt9,nomination,"Academy Award for Best Costume Design, Color"
/m/0jvt9,nomination,"Academy Award for Best Art Direction, Color"
/m/04fy9p,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/03kx49,nomination,Academy Award for Best Original Song Score
/m/014kk6,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/05c7xbc,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0k20s,nomination,Academy Award for Best Picture
/m/03cw411,nomination,Academy Award for Best Picture
/m/0k20s,nomination,Academy Award for Best Director
/m/03cw411,nomination,Academy Award for Best Director
/m/014kk6,nomination,Academy Award for Best Actor
/m/014kkm,nomination,Academy Award for Best Actor
/m/03cw411,nomination,Academy Award for Best Actress
/m/0k20s,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/03cw411,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/014kkm,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/014kkm,nomination,Academy Award for Best Supporting Actress
/m/0k20s,nomination,Academy Award for Best International Feature Film
/m/014kk6,nomination,Academy Award for Best Supporting Actor
/m/03twd6,nomination,Saturn Award for Best Action or Adventure Film
/m/0fphfqt,nomination,Academy Award for Best Documentary Feature Film
/m/0k20s,nomination,Academy Award for Best Film Editing
/m/0b5644,nomination,Academy Award for Best Film Editing
/m/04flr5,nomination,Academy Award for Best Film Editing
/m/03cw411,nomination,Academy Award for Best Cinematography
/m/03cw411,nomination,BAFTA Award for Best Film
/m/03cw411,nomination,Golden Globe Award for Best Director
/m/059rc,nomination,Golden Globe Award for Best Director
/m/09sc17h,nomination,Academy Award for Best Original Score
/m/03cw411,nomination,BAFTA Award for Best Actress in a Leading Role
/m/03cw411,nomination,BAFTA Award for Best Adapted Screenplay
/m/03cw411,nomination,Golden Globe Award for Best Supporting Actress – Motion Picture
/m/03cw411,nomination,Golden Globe Award for Best Screenplay
/m/03cw411,nomination,Broadcast Film Critics Association Award for Best Young Performer
/m/0b5644,nomination,Academy Award for Best Production Design
/m/059rc,nomination,MTV Movie Award for Best Kiss
/m/03cw411,nomination,European Film Award for Best Film
/m/03cw411,nomination,BAFTA Award for Best Direction
/m/03cw411,nomination,Broadcast Film Critics Association Award for Best Supporting Actress
/m/03cw411,nomination,Broadcast Film Critics Association Award for Best Film
/m/03cw411,nomination,European Film Award for Best Actor
/m/03cw411,nomination,Golden Globe Award for Best Motion Picture – Drama
/m/03cw411,nomination,Satellite Award for Best Actress – Motion Picture
/m/03cw411,nomination,European Film Award for Best Actress
/m/04g0z6b,nomination,Academy Award for Best Live Action Short Film
/m/014kk6,nomination,Academy Award for Best Original Dramatic or Comedy Score
/m/03cw411,nomination,Online Film Critics Society Award for Best Supporting Actress
/m/03cw411,nomination,Satellite Award for Best Adapted Screenplay
/m/03cw411,nomination,London Film Critics Circle Award for Actress of the Year
/m/03cw411,nomination,Satellite Award for Best Director
/m/03cw411,nomination,Satellite Award for Best Film
/m/03cw411,nomination,David di Donatello for Best European Film
/m/03cw411,nomination,Las Vegas Film Critics Society Award for Best Actress
/m/03cw411,nomination,MTV Movie Award for Best Female Performance
/m/03cw411,nomination,American Society of Cinematographers Award for Outstanding Achievement in Cinematography in Theatrical Releases
/m/027vkw3,nomination,AACTA Award for Best Original Music Score
/m/027vkw3,nomination,AACTA Award for Best Sound
/m/059rc,nomination,MTV Movie Award for Best On-Screen Duo
/m/09g8b30,nomination,Academy Award for Best Original Musical Score
/m/03cw411,nomination,Chicago Film Critics Association Award for Best Supporting Actress
/m/03cw411,nomination,Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role
/m/03cw411,nomination,San Diego Film Critics Society Award for Best Actress
/m/03cw411,nomination,Vancouver Film Critics Circle Award for Best Actress
/m/03cw411,nomination,World Soundtrack Award for Discovery of the Year
/m/03cw411,nomination,London Film Critics Circle Award for British Actress of the Year
/m/014kk6,nomination,"Academy Award for Best Art Direction, Black and White"
/m/014kkm,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/014kkm,nomination,"Academy Award for Best Costume Design, Black-and-White"
/m/014kkm,nomination,"Academy Award for Best Art Direction, Black and White"
/m/06jyyg,nomination,Someone to Watch Award
/m/03d1hv7,nomination,Academy Award for Best International Feature Film
/m/027wmgz,nomination,Academy Award for Best International Feature Film
/m/053g70s,nomination,"Academy Award for Best Art Direction, Black and White"
/m/026q9tc,nomination,Academy Award for Best Actress
/m/027wmgz,nomination,European Film Award for Best Actor
/m/07k55vt,nomination,Academy Award for Best Animated Short Film
/m/027z0qm,nomination,Academy Award for Best Animated Short Film
/m/0272sjr,nomination,Academy Award for Best Animated Short Film
/m/04y7qh2,nomination,Academy Award for Best Documentary Feature Film
/m/03hj5v2,nomination,Academy Award for Best Documentary Feature Film
/m/03d1hv7,nomination,European Film Award for Best Actress
/m/03lrx2,nomination,Golden Raspberry Award for Worst Supporting Actress
/m/027wmgz,nomination,European Film Award for Best Director
/m/02l11z,nomination,Academy Award for Best Original Song Score
/m/0js8wll,nomination,David di Donatello for Best Director
/m/05gqdd,nomination,Academy Award for Best Original Dramatic or Comedy Score
/m/0gmcwlb,award,Academy Award for Best Actor
/m/0gmcwlb,award,Academy Award for Best Picture
/m/0gmcwlb,award,Academy Award for Best Director
/m/0gmcwlb,award,Academy Award for Best Costume Design
/m/0gmcwlb,award,Academy Award for Best Original Score
/m/0gmcwlb,award,National Board of Review: Top Ten Films
/m/05hhdq,award,National Board of Review: Top Ten Films
/m/0b74nrc,award,National Board of Review: Top Ten Films
/m/0gmcwlb,award,César Award for Best Film
/m/027yrxp,award,Golden Raspberry Award for Worst Actress
/m/0gmcwlb,award,Golden Globe Award for Best Actor – Motion Picture Musical or Comedy
/m/01jjb4,award,Genesis Award
/m/0gmcwlb,award,Lumières Award
/m/0gmcwlb,award,European Film Award for Best Composer
/m/077q8x,award,Academy Award for Best Sound
/m/0gmcwlb,award,Palm Dog Award
/m/06h2sy,award,Annecy Cristal for a Feature Film
/m/02x5k34,award,Golden Leopard
/m/047syb2,award,Academy Award for Best Documentary (Short Subject)
/m/0h3r2z9,award,Golden Leopard
/m/0bqw_n,award,National Film Award for Best Feature Film
/m/0gmcwlb,nomination,César Award for Best Actress
/m/09cgwl,nomination,César Award for Best Actress
/m/05zltmq,nomination,César Award for Best Actress
/m/0gmcwlb,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0gmcwlb,nomination,Academy Award for Best Picture
/m/0gmcwlb,nomination,Academy Award for Best Director
/m/05hhdq,nomination,Academy Award for Best Director
/m/0gmcwlb,nomination,Academy Award for Best Actor
/m/05hhdq,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0gmcwlb,nomination,Academy Award for Best Supporting Actress
/m/0f7l0p,nomination,Academy Award for Best International Feature Film
/m/0gmcwlb,nomination,Academy Award for Best Cinematography
/m/095b9h,nomination,Academy Award for Best Documentary Feature Film
/m/0gmcwlb,nomination,Academy Award for Best Production Design
/m/0gmcwlb,nomination,Academy Award for Best Film Editing
/m/02dcrt,nomination,Academy Award for Best Film Editing
/m/07nxlr,nomination,Academy Award for Best Sound Editing
/m/0gmcwlb,nomination,Academy Award for Best Costume Design
/m/0gmcwlb,nomination,European Film Award – People's Choice Award for Best European Film
/m/0gmcwlb,nomination,European Film Award for Best Film
/m/077q8x,nomination,Academy Award for Best Sound
/m/027yrxp,nomination,Golden Raspberry Award for Worst Actress
/m/0gmcwlb,nomination,Academy Award for Best Original Score
/m/0gmcwlb,nomination,European Film Award for Best Cinematographer
/m/0gmcwlb,nomination,European Film Award for Best Composer
/m/04v8ls,nomination,European Film Award for Best Cinematographer
/m/04v8ls,nomination,European Film Award for Best Composer
/m/027yrxp,nomination,Golden Raspberry Award for Worst Director
/m/0gmcwlb,nomination,European Film Award for Best Actor
/m/02ml14,nomination,MTV Movie Award for Best Villain
/m/0gkz_ll,nomination,Hong Kong Film Award for Best Screenplay
/m/04v8ls,nomination,Jameson People's Choice Award for Best Actress
/m/01kjr0,nomination,Independent Spirit Award for Best Female Lead
/m/09cgwl,nomination,Jameson People's Choice Award for Best Actor
/m/09cgwl,nomination,Jameson People's Choice Award for Best Actress
/m/0gkz_ll,nomination,Hong Kong Film Award for Best Actress
/m/06381t,nomination,"Academy Award for Best Cinematography, Black-and-White"
/m/0b74nrc,nomination,"Academy Award for Best Cinematography, Color"
/m/027yrxp,nomination,Golden Raspberry Award for Worst Original Song
/m/027yrxp,nomination,Golden Raspberry Award for Worst Screenplay
/m/027yrxp,nomination,Golden Raspberry Award for Worst Picture
/m/047syb2,nomination,Academy Award for Best Documentary (Short Subject)
/m/04v8ls,nomination,European Film Award - People's Choice Award for Best Director
/m/09cgwl,nomination,European Film Award for Best Actress
/m/09cgwl,nomination,European Film Award for Best Screenwriter
/m/0gkm1,award,Academy Award for Best Picture
/m/03xf_m,award,Academy Award for Best Actor
/m/0125xq,award,César Award for Best Director
/m/05mrf_p,award,César Award for Best Music Written for a Film
/m/05mrf_p,award,César Award for Best Director
/m/091z_p,award,Academy Award for Best Cinematography
/m/04v9nx,award,David di Donatello for Best Actor
/m/0125xq,award,César Award for Best Cinematography
/m/091z_p,award,Academy Award for Best Production Design
/m/0gjbxbv,award,Amanda Award for Best Actress
/m/0gjbxbv,award,Amanda Award for Best Cinematography
/m/0284wd7,award,Sitges Film Festival Best Director award
/m/031hcx,award,European Film Award – People's Choice Award for Best European Film
/m/091z_p,award,Academy Award for Best Makeup and Hairstyling
/m/05mrf_p,award,César Award for Best Adaptation
/m/03xf_m,award,Academy Award for Best Sound
/m/03ffcz,award,Peabody Awards
/m/0125xq,award,BAFTA Award for Best Special Visual Effects
/m/05mrf_p,award,Silver Bear for Best Director
/m/05mrf_p,award,European Film Award for Best Film
/m/05mrf_p,award,European Film Award for Best Actor
/m/091z_p,award,"Hugo Award for Best Dramatic Presentation, Long Form"
/m/026_xzq,award,Grand Jury Prize of the Venice Film Festival
/m/027b467,award,Grand Jury Prize of the Venice Film Festival
/m/05mrf_p,award,European Film Award for Best Production Designer
/m/05mrf_p,award,European Film Award for Best Screenwriter
/m/06c753,award,National Board of Review: Top Ten Films
/m/03xf_m,award,National Board of Review: Top Ten Films
/m/0kv6cf,award,National Board of Review: Top Ten Films
/m/0czcnph,award,National Board of Review: Top Ten Films
/m/0125xq,award,César Award for Best Production Design
/m/0crzgc,award,Academy Award for Best Animated Short Film
/m/05mrf_p,award,National Society of Film Critics Award for Best Supporting Actress
/m/05mrf_p,award,Polish Academy Award for Best European Film
/m/05mrf_p,award,European Film Award for Best Composer
/m/05mrf_p,award,European Film Award for Best Director
/m/091z_p,award,Saturn Award for Best International Film
/m/0fh2v5,award,Saturn Award for Best Science Fiction Film
/m/091z_p,award,Central Ohio Film Critics Association Award for Best Foreign Language Film
/m/091z_p,award,Ignotus Award for Best Audiovisual Production
/m/0gkm1,award,Academy Award for Best Engineering Effects
/m/03ffcz,award,British Academy Television Award for Best Actor
/m/04v9nx,award,Jameson People's Choice Award for Best Actress
/m/01vksx,nomination,Academy Award for Best Sound
/m/01vksx,nomination,Academy Award for Best Actor
/m/01vksx,nomination,Academy Award for Best Visual Effects
/m/01vksx,nomination,Academy Award for Best Makeup and Hairstyling
/m/0gxfz,nomination,Academy Award for Best Picture
/m/0gkpx,nomination,Academy Award for Best Picture
/m/0gxfz,nomination,Academy Award for Best Director
/m/015t5q,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/03qkly3,nomination,César Award for Best Actress
/m/0gxfz,nomination,Academy Award for Best Actress
/m/0gxfz,nomination,Academy Award for Best Actor
/m/015wcx,nomination,Academy Award for Best Actor
/m/0gxfz,nomination,Academy Award for Best Supporting Actress
/m/07hvh,nomination,Academy Award for Best Supporting Actress
/m/0gxfz,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/015wcx,nomination,Academy Award for Best Sound
/m/0g0bzg,nomination,Academy Award for Best Sound
/m/069zfs,nomination,Academy Award for Best Production Design
/m/0b73p7y,nomination,Academy Award for Best Documentary Feature Film
/m/03gsk71,nomination,Academy Award for Best Story
/m/0bnnrxx,nomination,European Film Award for Best Film
/m/02qhxvy,nomination,European Film Award for Best Actor
/m/0bnnrxx,nomination,European Film Award for Best Actor
/m/09fqgj,nomination,Saturn Award for Best Costume
/m/09fqgj,nomination,"Hugo Award for Best Dramatic Presentation, Long Form"
/m/07hvh,nomination,AACTA Award for Best Film
/m/07hvh,nomination,AACTA Award for Best Adapted Screenplay
/m/0bnnrxx,nomination,European Film Award for Best Actress
/m/09fqgj,nomination,GLAAD Media Award for Outstanding Film – Wide Release
/m/07hvh,nomination,AACTA Award for Best Actress in a Supporting Role
/m/07hvh,nomination,AACTA Award for Best Actor in a Leading Role
/m/07hvh,nomination,AACTA Award for Best Cinematography
/m/07hvh,nomination,AACTA Award for Best Costume Design
/m/07hvh,nomination,AACTA Award for Best Direction
/m/07hvh,nomination,AACTA Award for Best Editing
/m/07hvh,nomination,AACTA Award for Best Original Music Score
/m/07hvh,nomination,AACTA Award for Best Production Design
/m/07hvh,nomination,AACTA Award for Best Sound
/m/097q2t,nomination,"Academy Award for Best Cinematography, Color"
/m/097q2t,nomination,Academy Award for Best Original Dramatic or Comedy Score
/m/015wcx,nomination,Academy Award for Best Original Song Score
/m/02qbh_2,nomination,"Academy Award for Best Art Direction, Black and White"
/m/02r1c18,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/02hfk5,nomination,"Academy Award for Best Writing, Original Screenplay"
/m/0kv7q4,nomination,AACTA Award for Best Film
/m/0kv7q4,nomination,AACTA Award for Best Actress in a Supporting Role
/m/0kv7q4,nomination,AACTA Award for Best Actress in a Leading Role
/m/0kv7q4,nomination,AACTA Award for Best Editing
/m/0kv7q4,nomination,AACTA Award for Best Original Screenplay
/m/02r1c18,nomination,Academy Award for Best Picture
/m/0gkwx,nomination,Academy Award for Best Picture
/m/0gtc3_,nomination,Academy Award for Best Documentary Feature Film
/m/051vx85,nomination,Academy Award for Best Documentary (Short Subject)
/m/0gkwx,nomination,Academy Award for Best Director
/m/0gkwx,nomination,Academy Award for Best Actress
/m/02hfk5,nomination,Academy Award for Best International Feature Film
/m/07npfp,nomination,Academy Award for Best International Feature Film
/m/03d1mdn,nomination,Academy Award for Best International Feature Film
/m/016kn6,nomination,Academy Award for Best Actor
/m/06d0fg,nomination,Academy Award for Best Supporting Actor
/m/016kn6,nomination,Academy Award for Best Supporting Actor
/m/0gkwx,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/04y8d4d,nomination,Academy Award for Best Documentary Feature Film
/m/02q9crz,nomination,Academy Award for Best Production Design
/m/016kn6,nomination,Academy Award for Best Film Editing
/m/0k5fg,nomination,Academy Award for Best Film Editing
/m/0k5fg,nomination,Academy Award for Best Sound Editing
/m/0k5fg,nomination,Academy Award for Best Original Score
/m/02rxbsm,nomination,Academy Award for Best Original Score
/m/016kn6,nomination,Golden Globe Award for Best Actor – Motion Picture Drama
/m/016kn6,nomination,Golden Globe Award for Best Supporting Actor – Motion Picture
/m/0k5fg,nomination,Academy Award for Best Sound
/m/0b74mwh,nomination,Academy Award for Best Sound
/m/0k5fg,nomination,"Academy Award for Best Cinematography, Color"
/m/07npfp,nomination,European Film Award for Best Actor
/m/0b5yzp,nomination,European Film Award for Best Actor
/m/03mf0md,nomination,Academy Award for Best Animated Short Film
/m/02hfk5,nomination,European Film Award for Best Non-European Film
/m/016kn6,nomination,Golden Globe Award for Best Motion Picture – Drama
/m/03md7hc,nomination,European Film Award for Best Documentary
/m/070g7,nomination,Hugo Award for Best Dramatic Presentation
/m/0c596gl,nomination,AACTA Award for Best Actress in a Leading Role
/m/0c596gl,nomination,AACTA Award for Best Original Screenplay
/m/0b5yzp,nomination,European Film Award - People's Choice Award for Best Director
/m/0b5yzp,nomination,Jameson People's Choice Award for Best Actor
/m/09hfdw,nomination,Academy Award for Best Picture
/m/0p9pl,nomination,Academy Award for Best Picture
/m/0gnsx,nomination,Academy Award for Best Picture
/m/05qbbfb,nomination,Golden Raspberry Award for Worst Supporting Actor
/m/05qbbfb,nomination,Golden Raspberry Award for Worst Supporting Actress
/m/05qbbfb,nomination,Golden Raspberry Award for Worst Director
/m/05qbbfb,nomination,Golden Raspberry Award for Worst Screenplay
/m/05qbbfb,nomination,"Golden Raspberry Award for Worst Prequel, Remake, Rip-off or Sequel"
/m/05qbbfb,nomination,Golden Raspberry Award for Worst Screen Couple/Ensemble
/m/05qbbfb,nomination,Golden Raspberry Award for Worst Picture
/m/0kv4y0,nomination,AACTA Award for Best Production Design
/m/0kvgg2,nomination,AACTA Award for Best Editing
/m/0kvgg2,nomination,AACTA Award for Best Original Music Score
/m/0kvgg2,nomination,AACTA Award for Best Sound
/m/04y956n,nomination,Academy Award for Best Documentary Feature Film
/m/0kv4y0,nomination,AACTA Award for Best Actress in a Supporting Role
/m/0kv4y0,nomination,AACTA Award for Best Costume Design
/m/0fq19vr,nomination,"Academy Award for Best Short Subject, Two-reel"
/m/0kvgg2,nomination,AACTA Award for Best Costume Design
/m/0kvgg2,nomination,AACTA Award for Best Direction
/m/0173nz,nomination,Academy Award for Best Actress
/m/03ydvbz,nomination,Academy Award for Best Actor
/m/02qxv5w,nomination,Academy Award for Best International Feature Film
/m/042222,nomination,Academy Award for Best Supporting Actress
/m/0gnsx,nomination,Academy Award for Best Supporting Actor
/m/09hfdw,nomination,Academy Award for Best Supporting Actress
/m/042222,nomination,"Academy Award for Best Writing, Adapted Screenplay"
/m/0p9pl,nomination,Academy Award for Best Cinematography
/m/0gslf1,nomination,Academy Award for Best Documentary Feature Film
/m/0p9pl,nomination,Academy Award for Best Production Design
/m/0fwww4,nomination,Academy Award for Best Production Design
/m/0gnsx,nomination,Academy Award for Best Production Design
/m/0p9pl,nomination,Academy Award for Best Film Editing
/m/0gnsx,nomination,Academy Award for Best Film Editing
/m/0p9pl,nomination,Academy Award for Best Original Score
/m/0cp0790,nomination,Academy Award for Best Makeup and Hairstyling
/m/03q5db,nomination,Academy Award for Best Makeup and Hairstyling
/m/0cx7_6,nomination,Golden Globe Award for Best Actress – Motion Picture Drama
/m/0bz6sq,nomination,Golden Raspberry Award for Worst New Star
/m/03hn67v,nomination,Academy Award for Best Story
/m/064kkg,nomination,Golden Raspberry Award for Worst Actress
/m/0bz6sq,nomination,Golden Raspberry Award for Worst Actress
/m/0bz6sq,nomination,Golden Raspberry Award for Worst Supporting Actor
/m/07bxnb,nomination,Golden Raspberry Award for Worst Actress
/m/042222,nomination,Academy Award for Best Sound
/m/0p9pl,nomination,Academy Award for Best Sound
